gene ID,log2_foldChange,p_value,adjusted p_value,Protein ID,Locus Tag,Annotation,resolved_locus_tag,resolution_method
gene-H6G84_RS06920,0.537607496,0.003264208,0.005715565,WP_011377478.1,Synpcc7942_0177,ABC-2 family transporter protein,Synpcc7942_0177,tier1:gene ID
gene-H6G84_RS06895,-0.169222755,0.599236571,0.646798861,WP_011377481.1,Synpcc7942_0182,class I SAM-dependent methyltransferase,Synpcc7942_0182,tier1:gene ID
gene-H6G84_RS06890,-0.242750234,0.202356821,0.249667139,WP_011377482.1,Synpcc7942_0183,hypothetical protein,Synpcc7942_0183,tier1:gene ID
gene-H6G84_RS06880,0.050977507,0.772458948,0.805534263,WP_011377483.1,Synpcc7942_0185,gamma-glutamyltransferase,Synpcc7942_0185,tier1:gene ID
gene-H6G84_RS06875,0.049054589,0.915668176,0.928140387,WP_011377484.1,,hypothetical protein,,unresolved
gene-H6G84_RS06835,-0.828955449,9.69179e-09,3.48047e-08,WP_011377486.1,polA Synpcc7942_0194,DNA polymerase I,Synpcc7942_0194,tier1:gene ID
gene-H6G84_RS06820,2.816557051,5.55219e-46,3.3054e-44,WP_011377487.1,Synpcc7942_0197,folate/biopterin family MFS transporter,Synpcc7942_0197,tier1:gene ID
gene-H6G84_RS06810,0.454519713,0.004388078,0.007555052,WP_011377488.1,Synpcc7942_0199,DUF2231 domain-containing protein,Synpcc7942_0199,tier1:gene ID
gene-H6G84_RS06805,0.526668372,0.000764807,0.001481502,WP_011377489.1,,DUF2231 domain-containing protein,,unresolved
gene-H6G84_RS06795,0.26463635,0.131065943,0.168729294,WP_011377490.1,Synpcc7942_0202,cbb3-type cytochrome c oxidase subunit I,Synpcc7942_0202,tier1:gene ID
gene-H6G84_RS06790,0.145452918,0.375418654,0.43035797,WP_011377491.1,,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,,unresolved
gene-H6G84_RS06780,0.136700075,0.658239662,0.700883965,WP_011377492.1,Synpcc7942_0205,bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase,Synpcc7942_0205,tier1:gene ID
gene-H6G84_RS06770,1.08968492,1.1372e-06,3.18345e-06,WP_011377493.1,,hypothetical protein,,unresolved
gene-H6G84_RS06755,0.294090771,0.051621526,0.072291724,WP_011377495.1,Synpcc7942_0210,hypothetical protein,Synpcc7942_0210,tier1:gene ID
gene-H6G84_RS06750,0.768880434,1.18228e-07,3.7572e-07,WP_011377496.1,cobQ Synpcc7942_0211,cobyric acid synthase CobQ,Synpcc7942_0211,tier1:gene ID
gene-H6G84_RS06745,-0.081584708,0.556304807,0.607558328,WP_011377497.1,aroC Synpcc7942_0212,chorismate synthase,Synpcc7942_0212,tier1:gene ID
gene-H6G84_RS06725,0.510768343,0.00018152,0.000382906,WP_011377499.1,Synpcc7942_0216,zinc-dependent alcohol dehydrogenase family protein,Synpcc7942_0216,tier1:gene ID
gene-H6G84_RS06720,2.865786503,3.84537e-39,1.45095e-37,WP_011377500.1,Synpcc7942_0217,haloacid dehalogenase-like hydrolase,Synpcc7942_0217,tier1:gene ID
gene-H6G84_RS06685,-0.277045015,0.101479553,0.133593966,WP_011377501.1,Synpcc7942_0223,hypothetical protein,Synpcc7942_0223,tier1:gene ID
gene-H6G84_RS06655,1.459067614,4.8266e-12,2.53042e-11,WP_011377502.1,Synpcc7942_0229,hypothetical protein,Synpcc7942_0229,tier1:gene ID
gene-H6G84_RS06595,-0.254481789,0.071300723,0.097506195,WP_011377504.1,Synpcc7942_0241,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,Synpcc7942_0241,tier1:gene ID
gene-H6G84_RS06565,0.737210955,6.41896e-06,1.65668e-05,WP_011377506.1,Synpcc7942_0247,ABC transporter permease subunit,Synpcc7942_0247,tier1:gene ID
gene-H6G84_RS06560,0.16637598,0.307991766,0.361256541,WP_011377507.1,Synpcc7942_0248,amino acid ABC transporter permease,Synpcc7942_0248,tier1:gene ID
gene-H6G84_RS06535,0.599308857,0.002686373,0.004775576,WP_011377508.1,,Hsp20/alpha crystallin family protein,,unresolved
gene-H6G84_RS06525,-1.105651685,2.72845e-11,1.29372e-10,WP_011377509.1,Synpcc7942_0255,ATP-binding protein,Synpcc7942_0255,tier1:gene ID
gene-H6G84_RS06510,1.074993989,5.53503e-10,2.25355e-09,WP_011377511.1,Synpcc7942_0258,VOC family protein,Synpcc7942_0258,tier1:gene ID
gene-H6G84_RS06500,0.384440995,0.033339259,0.048541236,WP_011377512.1,Synpcc7942_0260,ATP-dependent Clp protease ATP-binding subunit,Synpcc7942_0260,tier1:gene ID
gene-H6G84_RS06470,-0.495417521,0.008779864,0.014333489,WP_011377514.1,Synpcc7942_0266,J domain-containing protein,Synpcc7942_0266,tier1:gene ID
gene-H6G84_RS06450,0.027155917,0.863220071,0.882996018,WP_011377515.1,Synpcc7942_0269,alpha/beta fold hydrolase,Synpcc7942_0269,tier1:gene ID
gene-H6G84_RS06400,-1.240094525,1.07201e-12,5.88509e-12,WP_011377518.1,Synpcc7942_0279,NAD(P)H-dependent oxidoreductase subunit E,Synpcc7942_0279,tier1:gene ID
gene-H6G84_RS06395,1.677777679,4.0496299999999993e-20,4.04812e-19,WP_011377519.1,Synpcc7942_0280,competence/damage-inducible protein A,Synpcc7942_0280,tier1:gene ID
gene-H6G84_RS06360,0.809598165,0.00104747,0.001993021,WP_011377520.1,Synpcc7942_0287,potassium channel family protein,Synpcc7942_0287,tier1:gene ID
gene-H6G84_RS06310,0.625249029,9.30407e-06,2.36038e-05,WP_011377523.1,,caspase family protein,,unresolved
gene-H6G84_RS06285,0.166495496,0.252896283,0.303815758,WP_011377525.1,Synpcc7942_0301,single-stranded DNA-binding protein,Synpcc7942_0301,tier1:gene ID
gene-H6G84_RS06280,-0.480583674,0.002554626,0.004553454,WP_011377526.1,Synpcc7942_0302,phospholipase D-like domain-containing protein,Synpcc7942_0302,tier1:gene ID
gene-H6G84_RS06265,-1.023172535,1.64126e-11,7.99445e-11,WP_011377528.1,Synpcc7942_0305,addiction module protein,Synpcc7942_0305,tier1:gene ID
gene-H6G84_RS06255,-0.392983802,0.009085639,0.014782282,WP_011377529.1,napA Synpcc7942_0307,cation:proton antiporter,Synpcc7942_0307,tier1:gene ID
gene-H6G84_RS06245,-0.898124633,0.000161509,0.000343672,WP_011377530.1,ndhF4 Synpcc7942_0309,NAD(P)H-quinone oxidoreductase subunit F,Synpcc7942_0309,tier1:gene ID
gene-H6G84_RS06230,-2.741610074,1.65126e-33,4.42373e-32,WP_011377531.1,Synpcc7942_0312,YraN family protein,Synpcc7942_0312,tier1:gene ID
gene-H6G84_RS06215,-0.900519375,7.56219e-07,2.16675e-06,WP_011377532.1,Synpcc7942_0315,adenylosuccinate lyase,Synpcc7942_0315,tier1:gene ID
gene-H6G84_RS06205,0.092625158,0.550388992,0.601833514,WP_011377533.1,Synpcc7942_0317,hypothetical protein,Synpcc7942_0317,tier1:gene ID
gene-H6G84_RS06200,-0.809379442,1.15218e-07,3.6659e-07,WP_011377534.1,Synpcc7942_0318,hypothetical protein,Synpcc7942_0318,tier1:gene ID
gene-H6G84_RS06170,-0.394140267,0.004988365,0.00846884,WP_011377535.1,Synpcc7942_0324,FtsW/RodA/SpoVE family cell cycle protein,Synpcc7942_0324,tier1:gene ID
gene-H6G84_RS06120,1.156079456,1.86489e-11,9.00185e-11,WP_011377538.1,atpF Synpcc7942_0334,F0F1 ATP synthase subunit B,Synpcc7942_0334,tier1:gene ID
gene-H6G84_RS06110,0.440536718,0.040456295,0.057989521,WP_011377539.1,atpA Synpcc7942_0336,F0F1 ATP synthase subunit alpha,Synpcc7942_0336,tier1:gene ID
gene-H6G84_RS06105,0.339559203,0.06926461,0.095207743,WP_011377540.1,atpG atpC Synpcc7942_0337,F0F1 ATP synthase subunit gamma,Synpcc7942_0337,tier1:gene ID
gene-H6G84_RS06075,-0.311406137,0.093472453,0.124028084,WP_011377541.1,Synpcc7942_0342,hypothetical protein,Synpcc7942_0342,tier1:gene ID
gene-H6G84_RS06070,0.000711737,0.996554549,0.998417964,WP_011377542.1,psb27 Synpcc7942_0343,photosystem II protein Psb27,Synpcc7942_0343,tier1:gene ID
gene-H6G84_RS06020,0.15877827,0.43444032,0.488403532,WP_011377543.1,Synpcc7942_0353,bile acid:sodium symporter family protein,Synpcc7942_0353,tier1:gene ID
gene-H6G84_RS06010,-0.40044388,0.006480938,0.010810979,WP_011377544.1,Synpcc7942_0354,beta-glucosidase,Synpcc7942_0354,tier1:gene ID
gene-H6G84_RS05985,0.770209562,3.65145e-07,1.1016e-06,WP_011377545.1,,metallophosphoesterase,,unresolved
gene-H6G84_RS05965,0.981107094,1.94971e-08,6.80114e-08,WP_011377546.1,Synpcc7942_0363,hypothetical protein,Synpcc7942_0363,tier1:gene ID
gene-H6G84_RS05940,-0.317399408,0.086478456,0.115953845,WP_011377547.1,Synpcc7942_0367,bile acid:sodium symporter family protein,Synpcc7942_0367,tier1:gene ID
gene-H6G84_RS05930,-1.03181663,4.55275e-07,1.3537e-06,WP_011377549.1,Synpcc7942_0369,FAD-dependent oxidoreductase,Synpcc7942_0369,tier1:gene ID
gene-H6G84_RS05920,-1.154309736,4.64328e-07,1.37604e-06,WP_011377550.1,metAA Synpcc7942_0371,homoserine O-succinyltransferase,Synpcc7942_0371,tier1:gene ID
gene-H6G84_RS05915,-0.157183467,0.370602546,0.425200951,WP_011377551.1,Synpcc7942_0372,hypothetical protein,Synpcc7942_0372,tier1:gene ID
gene-H6G84_RS05910,1.596471093,5.08566e-18,4.39499e-17,WP_011377552.1,Synpcc7942_0373,hypothetical protein,Synpcc7942_0373,tier1:gene ID
gene-H6G84_RS05905,0.557068518,0.003701423,0.006422352,WP_011377553.1,Synpcc7942_0374,hypothetical protein,Synpcc7942_0374,tier1:gene ID
gene-H6G84_RS05895,-0.69970887,2.08467e-05,5.04502e-05,WP_011377554.1,Synpcc7942_0376,insulinase family protein,Synpcc7942_0376,tier1:gene ID
gene-H6G84_RS05880,0.395480249,0.004266737,0.007360328,WP_011377555.1,Synpcc7942_0379,DUF3119 family protein,Synpcc7942_0379,tier1:gene ID
gene-H6G84_RS05855,-2.628118077,3.0184e-40,1.17193e-38,WP_011377557.1,Synpcc7942_0383,hypothetical protein,Synpcc7942_0383,tier1:gene ID
gene-H6G84_RS05850,-1.135490835,1.03487e-06,2.90914e-06,WP_011377558.1,Synpcc7942_0384,hypothetical protein,Synpcc7942_0384,tier1:gene ID
gene-H6G84_RS05830,0.156175412,0.4045628,0.4586643,WP_011377559.1,Synpcc7942_0388,glycosyltransferase family 4 protein,Synpcc7942_0388,tier1:gene ID
gene-H6G84_RS05810,0.932589293,4.24601e-07,1.26812e-06,WP_011377561.1,Synpcc7942_0392,MltA domain-containing protein,Synpcc7942_0392,tier1:gene ID
gene-H6G84_RS05805,-0.839017762,0.00016636,0.000353153,WP_011377562.1,Synpcc7942_0393,DUF2993 domain-containing protein,Synpcc7942_0393,tier1:gene ID
gene-H6G84_RS05795,-1.389161935,2.4428299999999997e-20,2.47892e-19,WP_011377563.1,Synpcc7942_0395,hypothetical protein,Synpcc7942_0395,tier1:gene ID
gene-H6G84_RS05790,0.648660193,7.70284e-05,0.000171823,WP_011377564.1,,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,,unresolved
gene-H6G84_RS05785,0.916647498,2.97292e-10,1.25227e-09,WP_011377565.1,Synpcc7942_0397,glycoside hydrolase 100 family protein,Synpcc7942_0397,tier1:gene ID
gene-H6G84_RS05745,0.650904235,3.50076e-05,8.21239e-05,WP_011377567.1,Synpcc7942_0405,DNA polymerase III subunit delta,Synpcc7942_0405,tier1:gene ID
gene-H6G84_RS05730,0.983918393,1.73678e-06,4.75809e-06,WP_011377568.1,trpF Synpcc7942_0408,phosphoribosylanthranilate isomerase,Synpcc7942_0408,tier1:gene ID
gene-H6G84_RS05725,0.870267737,0.000226595,0.000473885,WP_011377569.1,Synpcc7942_0409,ribbon-helix-helix protein%2C CopG family,Synpcc7942_0409,tier1:gene ID
gene-H6G84_RS05700,-1.47445832,2.36162e-17,1.94671e-16,WP_011377571.1,Synpcc7942_0414,homocysteine biosynthesis protein,Synpcc7942_0414,tier1:gene ID
gene-H6G84_RS05690,2.054638037,1.7000000000000002e-27,3.09e-26,WP_011377572.1,,hypothetical protein,,unresolved
gene-H6G84_RS05670,-1.373390319,3.9778499999999997e-20,3.9912600000000003e-19,WP_011377573.1,Synpcc7942_0420,peptide ligase PGM1-related protein,Synpcc7942_0420,tier1:gene ID
gene-H6G84_RS05665,-1.772089245,3.2937400000000004e-29,7e-28,WP_011377574.1,Synpcc7942_0421,MAPEG family protein,Synpcc7942_0421,tier1:gene ID
gene-H6G84_RS05625,0.662932729,9.09966e-05,0.000200973,WP_011377575.1,,hypothetical protein,,unresolved
gene-H6G84_RS05620,0.332466904,0.065687963,0.090757119,WP_011377576.1,dxs Synpcc7942_0430 sel0040,1-deoxy-D-xylulose-5-phosphate synthase,Synpcc7942_0430,tier1:gene ID
gene-H6G84_RS05615,1.017121865,5.40715e-12,2.80189e-11,WP_011377577.1,,NAD(P)/FAD-dependent oxidoreductase,,unresolved
gene-H6G84_RS05605,-3.03195173,3.5078099999999996e-45,1.91784e-43,WP_011377578.1,sel0037 Synpcc7942_0433,hypothetical protein,Synpcc7942_0433,tier1:gene ID
gene-H6G84_RS05575,1.294546794,2.47241e-09,9.4758e-09,WP_011377579.1,sel0033 Synpcc7942_0437,glutathione peroxidase,Synpcc7942_0437,tier1:gene ID
gene-H6G84_RS05570,1.260005216,6.97224e-07,2.0063e-06,WP_011377580.1,,hypothetical protein,,unresolved
gene-H6G84_RS05550,-1.412943841,2.61838e-10,1.11646e-09,WP_011377582.1,Synpcc7942_0442,ammonium transporter,Synpcc7942_0442,tier1:gene ID
gene-H6G84_RS05495,-0.512270321,0.004058943,0.007015425,WP_011377584.1,Synpcc7942_0453,GAF domain-containing sensor histidine kinase,Synpcc7942_0453,tier1:gene ID
gene-H6G84_RS05485,-0.269345092,0.116048384,0.150117635,WP_011377585.1,tgt Synpcc7942_0455 sel0015,tRNA guanosine(34) transglycosylase Tgt,Synpcc7942_0455,tier1:gene ID
gene-H6G84_RS05445,1.100481088,4.63281e-08,1.55141e-07,WP_011377586.1,Synpcc7942_0463,low molecular weight phosphotyrosine protein phosphatase,Synpcc7942_0463,tier1:gene ID
gene-H6G84_RS05410,-0.127174114,0.464741706,0.518120279,WP_011377588.1,Synpcc7942_0470,hypothetical protein,Synpcc7942_0470,tier1:gene ID
gene-H6G84_RS05395,1.308599243,5.2423e-12,2.72702e-11,WP_011377589.1,Synpcc7942_0473,alkene reductase,Synpcc7942_0473,tier1:gene ID
gene-H6G84_RS05390,-0.333292179,0.019242595,0.029306943,WP_011377590.1,,hypothetical protein,,unresolved
gene-H6G84_RS05380,0.530655535,0.021786319,0.032771223,WP_011377592.1,,ATP-dependent Clp protease adaptor ClpS2,,unresolved
gene-H6G84_RS05365,0.502068659,0.000765713,0.001482185,WP_011377593.1,lepA Synpcc7942_0479,translation elongation factor 4,Synpcc7942_0479,tier1:gene ID
gene-H6G84_RS05360,-1.009088987,2.52854e-10,1.08037e-09,WP_011377594.1,Synpcc7942_0480,ATP-binding protein,Synpcc7942_0480,tier1:gene ID
gene-H6G84_RS05355,-0.965744897,1.79677e-11,8.68873e-11,WP_011377595.1,Synpcc7942_0481,DUF1036 domain-containing protein,Synpcc7942_0481,tier1:gene ID
gene-H6G84_RS05335,0.649418732,0.000627535,0.001230646,WP_011377597.1,Synpcc7942_0485,histidine phosphatase family protein,Synpcc7942_0485,tier1:gene ID
gene-H6G84_RS05305,-1.855964262,1.95146e-31,4.62652e-30,WP_011377599.1,,hypothetical protein,,unresolved
gene-H6G84_RS05295,-0.882199814,2.31134e-08,8.0001e-08,WP_011377600.1,,polyphosphate:AMP phosphotransferase,,unresolved
gene-H6G84_RS05285,0.420224111,0.00434969,0.007493774,WP_011377601.1,Synpcc7942_0495,DUF2384 domain-containing protein,Synpcc7942_0495,tier1:gene ID
gene-H6G84_RS05265,-0.592376082,0.001529441,0.002827725,WP_011377602.1,Synpcc7942_0499,hydroxyneurosporene-O-methyltransferase,Synpcc7942_0499,tier1:gene ID
gene-H6G84_RS05215,0.045683327,0.763556827,0.797181893,WP_011377603.1,Synpcc7942_0509,hypothetical protein,Synpcc7942_0509,tier1:gene ID
gene-H6G84_RS05195,-0.094745804,0.561691212,0.612193148,WP_011377604.1,,LPS export ABC transporter ATP-binding protein,,unresolved
gene-H6G84_RS05190,0.174774926,0.368970713,0.423510085,WP_011377605.1,Synpcc7942_0514,hypothetical protein,Synpcc7942_0514,tier1:gene ID
gene-H6G84_RS05185,-0.171712242,0.282722845,0.334842839,WP_011377606.1,Synpcc7942_0515,DUF309 domain-containing protein,Synpcc7942_0515,tier1:gene ID
gene-H6G84_RS05165,0.343013292,0.041016559,0.058716013,WP_011377607.1,Synpcc7942_0519,hypothetical protein,Synpcc7942_0519,tier1:gene ID
gene-H6G84_RS05140,-0.168736425,0.307636041,0.360997352,WP_011377609.1,Synpcc7942_0524,ester cyclase,Synpcc7942_0524,tier1:gene ID
gene-H6G84_RS05130,0.31827912,0.236515614,0.286190303,WP_011377610.1,Synpcc7942_0526,sugar ABC transporter permease,Synpcc7942_0526,tier1:gene ID
gene-H6G84_RS05125,-0.501585987,0.00166201,0.003060154,WP_011377611.1,Synpcc7942_0527,hypothetical protein,Synpcc7942_0527,tier1:gene ID
gene-H6G84_RS05120,-0.098630795,0.560688917,0.611466315,WP_011377612.1,Synpcc7942_0528,lipopolysaccharide biosynthesis proteins LPS,Synpcc7942_0528,tier1:gene ID
gene-H6G84_RS05110,1.572899377,1.46618e-22,1.7693199999999997e-21,WP_011377613.1,queG Synpcc7942_0530,tRNA epoxyqueuosine(34) reductase QueG,Synpcc7942_0530,tier1:gene ID
gene-H6G84_RS05045,1.137911162,2.16715e-15,1.5002e-14,WP_011377615.1,lipA Synpcc7942_0542,lipoyl synthase,Synpcc7942_0542,tier1:gene ID
gene-H6G84_RS05040,0.227845553,0.257582755,0.308753557,WP_011377616.1,Synpcc7942_0543,NAD(P)H-dependent oxidoreductase,Synpcc7942_0543,tier1:gene ID
gene-H6G84_RS05035,0.654614135,0.002711698,0.004807836,WP_011377617.1,,YciI family protein,,unresolved
gene-H6G84_RS05010,0.445444715,0.00754646,0.01241066,WP_011377618.1,Synpcc7942_0549,TerC family protein,Synpcc7942_0549,tier1:gene ID
gene-H6G84_RS05005,0.089539633,0.566079382,0.616724955,WP_011377619.1,Synpcc7942_0550,DUF6464 family protein,Synpcc7942_0550,tier1:gene ID
gene-H6G84_RS05000,-2.050881628,1.2588000000000001e-24,1.8228200000000001e-23,WP_011377620.1,Synpcc7942_0551,hypothetical protein,Synpcc7942_0551,tier1:gene ID
gene-H6G84_RS04990,0.082830944,0.593359365,0.641488999,WP_011377621.1,Synpcc7942_0553,efflux RND transporter periplasmic adaptor subunit,Synpcc7942_0553,tier1:gene ID
gene-H6G84_RS04970,-0.61448157,0.00175096,0.003206304,WP_011377622.1,Synpcc7942_0557,hypothetical protein,Synpcc7942_0557,tier1:gene ID
gene-H6G84_RS04955,0.378660545,0.014298551,0.022335754,WP_011377623.1,Synpcc7942_0560,energy-coupling factor ABC transporter ATP-binding protein,Synpcc7942_0560,tier1:gene ID
gene-H6G84_RS04950,1.220751484,5.34767e-17,4.27654e-16,WP_011377624.1,Synpcc7942_0561,tetratricopeptide repeat protein,Synpcc7942_0561,tier1:gene ID
gene-H6G84_RS04920,0.44609814,0.002280112,0.004110646,WP_011377626.1,Synpcc7942_0567,FAD-binding oxidoreductase,Synpcc7942_0567,tier1:gene ID
gene-H6G84_RS04895,-2.056932523,3.2e-26,5.293000000000001e-25,WP_011377628.1,Synpcc7942_0572,VOC family protein,Synpcc7942_0572,tier1:gene ID
gene-H6G84_RS04885,-1.827175031,1.3341e-16,1.01825e-15,WP_011377629.1,Synpcc7942_0573,hypothetical protein,Synpcc7942_0573,tier1:gene ID
gene-H6G84_RS04850,-0.092632942,0.514807309,0.567792829,WP_011377631.1,Synpcc7942_0580,penicillin-binding protein 2,Synpcc7942_0580,tier1:gene ID
gene-H6G84_RS04825,1.677321743,9.13588e-19,8.268580000000001e-18,WP_011377632.1,Synpcc7942_0585,trypsin-like peptidase domain-containing protein,Synpcc7942_0585,tier1:gene ID
gene-H6G84_RS04820,0.17843141,0.390966913,0.445512701,WP_011377633.1,Synpcc7942_0586,metallophosphoesterase,Synpcc7942_0586,tier1:gene ID
gene-H6G84_RS13180,-0.600956361,0.000113046,0.000247197,WP_011377635.1,Synpcc7942_0592,6-phosphofructokinase,Synpcc7942_0592,tier1:gene ID
gene-H6G84_RS13185,-0.60509277,0.000835125,0.001604949,WP_011377636.1,Synpcc7942_0593,DUF3887 domain-containing protein,Synpcc7942_0593,tier1:gene ID
gene-H6G84_RS13195,-0.203239646,0.231508246,0.280892478,WP_011377637.1,Synpcc7942_0595,DUF2808 domain-containing protein,Synpcc7942_0595,tier1:gene ID
gene-H6G84_RS13245,0.039041698,0.831497331,0.856433307,WP_011377641.1,Synpcc7942_0605,hypothetical protein,Synpcc7942_0605,tier1:gene ID
gene-H6G84_RS13260,0.3185545,0.021115856,0.031888037,WP_011377643.1,,acireductone dioxygenase,,unresolved
gene-H6G84_RS13265,0.47771846,0.002172841,0.003927829,WP_011377644.1,,NADH-quinone oxidoreductase subunit M,,unresolved
gene-H6G84_RS13270,1.980673261,6.1987100000000005e-18,5.30554e-17,WP_011377645.1,Synpcc7942_0610,mechanosensitive ion channel,Synpcc7942_0610,tier1:gene ID
gene-H6G84_RS13280,0.176273037,0.252279384,0.303210619,WP_011377647.1,Synpcc7942_0612,citrate synthase,Synpcc7942_0612,tier1:gene ID
gene-H6G84_RS13305,0.412758935,0.009674851,0.015689423,WP_011377648.1,Synpcc7942_0617,hypothetical protein,Synpcc7942_0617,tier1:gene ID
gene-H6G84_RS13310,0.915977246,1.92776e-07,5.98433e-07,WP_011377649.1,ahcY Synpcc7942_0618,adenosylhomocysteinase,Synpcc7942_0618,tier1:gene ID
gene-H6G84_RS13330,0.871583907,1.58635e-08,5.59189e-08,WP_011377650.1,Synpcc7942_0622,ABC transporter ATP-binding protein/permease,Synpcc7942_0622,tier1:gene ID
gene-H6G84_RS13335,1.090892064,2.71624e-10,1.15139e-09,WP_011377651.1,Synpcc7942_0623,thioredoxin-disulfide reductase,Synpcc7942_0623,tier1:gene ID
gene-H6G84_RS13345,1.092633184,1.08156e-11,5.38568e-11,WP_011377653.1,Synpcc7942_0625,AAA family ATPase,Synpcc7942_0625,tier1:gene ID
gene-H6G84_RS13370,-0.280149609,0.389935169,0.444526092,WP_011377654.1,,hypothetical protein,,unresolved
gene-H6G84_RS13390,0.65977966,0.000129948,0.000281658,WP_011377655.1,rplA rpl1 Synpcc7942_0633,50S ribosomal protein L1,Synpcc7942_0633,tier1:gene ID
gene-H6G84_RS13395,0.892330656,2.2412e-05,5.39943e-05,WP_011377656.1,rplK rpl11 Synpcc7942_0634,50S ribosomal protein L11,Synpcc7942_0634,tier1:gene ID
gene-H6G84_RS13440,-0.588504029,0.005372782,0.009081188,WP_011377659.1,,heavy-metal-associated domain-containing protein,,unresolved
gene-H6G84_RS13455,-0.78509829,6.55512e-07,1.8985e-06,WP_011377661.1,Synpcc7942_0646,hypothetical protein,Synpcc7942_0646,tier1:gene ID
gene-H6G84_RS13460,0.10683016,0.451114912,0.505030024,WP_011377662.1,Synpcc7942_0647,L%2CD-transpeptidase,Synpcc7942_0647,tier1:gene ID
gene-H6G84_RS13465,-0.600277172,0.000216933,0.000454034,WP_011377663.1,Synpcc7942_0648,trypsin-like peptidase domain-containing protein,Synpcc7942_0648,tier1:gene ID
gene-H6G84_RS13470,1.17983974,8.0216e-10,3.20744e-09,WP_011377664.1,,RNA polymerase sigma factor RpoD,,unresolved
gene-H6G84_RS13495,1.25984361,3.48948e-16,2.59675e-15,WP_011377665.1,ycf4 Synpcc7942_0654,photosystem I assembly protein Ycf4,Synpcc7942_0654,tier1:gene ID
gene-H6G84_RS13110,-1.965675469,3.77531e-44,1.90831e-42,WP_011377670.1,Synpcc7942_0662,FecR family protein,Synpcc7942_0662,tier1:gene ID
gene-H6G84_RS13100,0.503790594,0.00216288,0.003915106,WP_011377671.1,Synpcc7942_0664,mechanosensitive ion channel,Synpcc7942_0664,tier1:gene ID
gene-H6G84_RS13080,0.934899376,5.95428e-07,1.73764e-06,WP_011377673.1,,DNA-3-methyladenine glycosylase,,unresolved
gene-H6G84_RS13070,0.026612173,0.86562231,0.884440186,WP_011377674.1,Synpcc7942_0671,small multi-drug export protein,Synpcc7942_0671,tier1:gene ID
