Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description
A5GKD9,SynWH7803_0978,4,4,6.82729E-05,1.97458E-05,0.000103946,0.00012091,2.78086E-05,4.38236E-05,0.000158152,3.99899E-05,5.73684E-05,0.000290553,3.35722E-05,0.000131325,0.000168596,4.27009E-05,0.000184506,0.000183702,4.51721E-05,0.000110726,6.39882E-05,6.41806E-05,8.517E-05,0.000151817,0.000131934,0.0001132,0.497925414,1.003006709,0.32230842,1.331027513,0.370885999,0.869036118,0.194401598,0.745635329,"ABC-type Mn2+ transport system, periplasmic component OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0978 PE=3 SV=1"
A5GLB2,SynWH7803_1301,4,4,0.00034446,0.000486689,0.000702623,0.000423783,0.000445098,0.000687676,0.000464476,0.000590456,0.000983753,0.000349143,0.000617755,0.000459168,0.000427093,0.000669239,0.000515968,0.000458487,0.000336859,0.000631114,0.000511257,0.000518852,0.000679562,0.000475355,0.000537433,0.000475487,0.427566756,1.014855018,0.048476316,1.32919661,0.008267688,1.130592621,0.499672357,1.000276191,Ribulose-phosphate 3-epimerase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cbbE PE=3 SV=1
A5GNW4,SynWH7803_2203,4,4,0.002173306,0.00254686,0.002439615,0.002621009,0.002543153,0.002523332,0.002577789,0.002616608,0.004317723,0.002346264,0.002720714,0.003690596,0.001976778,0.001803802,0.005076754,0.002924458,0.003755084,0.004810192,0.002386594,0.002562498,0.003170707,0.002919191,0.002952445,0.003829911,0.165543373,1.07370532,0.146770245,1.328548925,0.483085246,1.011391284,0.016205973,1.31197683,Photosystem II 12 kDa extrinsic protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=psbU PE=3 SV=1
A5GHM7,SynWH7803_0016,4,4,0.000300169,0.000118061,0.000132705,0.000299735,0.000118603,0.000144836,0.000317415,0.000219314,0.000193924,0.000354609,0.00015568,0.000210453,0.00034886,0.000123276,0.000299729,0.000543037,0.000187966,0.000811451,0.000183645,0.000187725,0.000243551,0.000240247,0.000257288,0.000514151,0.209225931,1.022215562,0.06611619,1.326206854,0.344894127,1.070932007,0.123880347,2.140093507,Peptide methionine sulfoxide reductase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=msrB PE=4 SV=1
A5GHT0,SynWH7803_0069,4,4,0.000279543,0.000132535,0.000132297,0.000260724,0.00012043,0.000124328,0.00029083,0.000244359,0.000182809,0.000278097,0.000188931,8.6477E-05,0.000283725,0.000198415,9.92984E-05,0.000342844,0.000150855,0.00017828,0.000181458,0.000168494,0.000239333,0.000184502,0.000193813,0.000223993,0.02731926,0.928555055,0.093247272,1.318940234,0.023197223,1.050464585,0.211671915,1.214042116,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0069 PE=4 SV=1
A5GIU3,SynWH7803_0432,4,4,0.000460334,0.000283082,0.000248,0.00038643,0.000361681,0.000370805,0.000398378,0.000298905,0.000594055,0.000474779,0.000278748,0.000404921,0.000416798,0.000249575,0.000410067,0.000537635,0.000454408,0.000535749,0.000330472,0.000372972,0.000430446,0.000386149,0.000358813,0.000509264,0.27483625,1.128604236,0.253972889,1.302519882,0.136409583,0.929209196,0.032093635,1.318826101,50S ribosomal protein L23 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplW PE=3 SV=1
A5GI41,SynWH7803_0180,4,4,0.00055237,0.000320046,0.000376638,0.000560393,0.000332227,0.000357957,0.000633288,0.000459388,0.000468587,0.000548509,0.00038249,0.000319075,0.000593508,0.000434606,0.000513625,0.000658626,0.000487255,0.000450389,0.000416351,0.000416859,0.000520421,0.000416691,0.000513913,0.00053209,0.4814455,1.001219614,0.014198761,1.249956462,0.092021794,1.233318056,0.002449105,1.276940133,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0180 PE=4 SV=1
A5GKY0,SynWH7803_1169,4,4,0.000273598,0.000200239,0.000328273,0.00025563,0.000240819,0.000161563,0.000204269,0.000359943,0.000421916,0.000245599,0.000139181,0.000356994,0.00021137,8.69886E-05,0.000479199,0.000177043,0.000402857,0.000585297,0.00026737,0.000219337,0.000328709,0.000247258,0.000259186,0.000388399,0.258878378,0.820351894,0.231287696,1.229418117,0.424718555,1.04824263,0.156124086,1.57082747,Uncharacterized secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1169 PE=4 SV=1
A5GL06,SynWH7803_1195,4,4,0.00070655,0.000428645,0.000925174,0.000763318,0.000444088,0.001014625,0.000413288,0.001538122,0.000552627,0.001042099,0.000697589,0.001083659,0.001061402,0.001092451,0.001267127,0.000355644,0.00137292,0.001231085,0.000686789,0.000740677,0.000834679,0.000941115,0.001140327,0.00098655,0.064110753,1.078462688,0.393848194,1.215334815,0.104154733,1.21167569,0.459609715,1.048277258,Uncharacterized secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1195 PE=4 SV=1
A5GL99,SynWH7803_1288,4,4,0.000584684,0.000998147,0.000392675,0.000394923,0.000947142,0.000529006,0.000481283,0.000569462,0.001293757,0.000632455,0.000834891,0.000795674,0.000449738,0.000815723,0.000895086,0.000781817,0.000804667,0.001514893,0.000658502,0.00062369,0.0007815,0.00075434,0.000720182,0.001033793,0.373942265,0.947135019,0.393820068,1.186785181,0.358387816,0.954718102,0.170813967,1.370459808,Allophycocyanin alpha-B chain OS=Synechococcus sp. (strain WH7803) OX=32051 GN=apcD PE=3 SV=1
A5GJM3,SynWH7803_0712,4,4,0.000395094,0.000224008,0.000278649,0.000377889,0.000203349,0.000127704,0.000409533,0.00035747,0.00028577,0.000386444,0.00053416,0.000256656,0.000353203,0.000204066,0.000564517,0.000617665,0.000359369,0.000535646,0.00029925,0.000236314,0.000350924,0.00039242,0.000373929,0.000504227,0.144506567,0.789686358,0.16710472,1.172677571,0.464618159,0.952879265,0.259318669,1.284916687,Predicted flavoprotein related to choline dehydrogenase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0712 PE=4 SV=1
A5GJT2,SynWH7803_0771,4,4,0.00026344,2.63042E-05,4.95101E-05,0.000257499,3.43389E-05,4.09811E-05,0.000238395,2.62354E-05,0.000118497,0.000193476,1.66417E-05,4.53248E-05,0.000226193,2.09861E-05,5.73856E-05,0.000321871,2.38396E-05,0.000127353,0.000113085,0.00011094,0.000127709,8.51473E-05,0.000101522,0.000157688,0.358592396,0.981030486,0.327434821,1.129320485,0.096447867,1.192304162,0.088137514,1.851940373,Oligopeptidase A OS=Synechococcus sp. (strain WH7803) OX=32051 GN=prlC PE=3 SV=1
A5GNL2,SynWH7803_2101,4,4,0.00041772,0.000353092,0.00083722,0.000350636,0.00028209,0.0006806,0.00052848,0.000542343,0.000739264,0.000686345,0.000485714,0.000884332,0.00040359,0.00076352,0.000967873,0.000764534,0.000696208,0.001122795,0.000536011,0.000437775,0.000603362,0.000685464,0.000711661,0.000861179,0.039102644,0.816728826,0.257132099,1.125653645,0.443995346,1.038218146,0.035410952,1.256344982,Uncharacterized conserved secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2101 PE=4 SV=1
A5GNJ7,SynWH7803_2086,4,4,7.97056E-05,8.95045E-05,7.9591E-05,8.36272E-05,9.92221E-05,8.76953E-05,3.93455E-05,0.000151891,8.35002E-05,5.26673E-05,0.000135463,0.000121614,8.12963E-05,0.000188962,0.000103945,7.38966E-05,0.000189546,0.000116254,8.29337E-05,9.01815E-05,9.15788E-05,0.000103248,0.000124734,0.000126566,0.026181228,1.087393148,0.399378037,1.104241159,0.205560756,1.208107198,0.153906355,1.225842808,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2086 PE=4 SV=1
A5GIU9,SynWH7803_0438,4,4,9.59347E-05,5.90921E-05,4.36165E-05,0.000116199,3.93451E-05,4.60688E-05,0.000128607,4.99754E-05,3.94734E-05,9.533E-05,3.21423E-05,6.11621E-05,0.000109453,3.75805E-05,7.11569E-05,0.000106392,2.83622E-05,6.22785E-05,6.62145E-05,6.72045E-05,7.26851E-05,6.28782E-05,7.27303E-05,6.56777E-05,0.469811703,1.01495165,0.33601362,1.097722596,0.029562457,1.156685756,0.293546198,1.044524019,HAD superfamily hydrolase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0438 PE=4 SV=1
A5GJT5,SynWH7803_0774,4,4,0.000253409,0.000174647,0.000252857,0.000261504,0.000172302,0.000196961,0.000257621,0.000220752,0.000246739,0.000252599,0.000108349,0.000274018,0.000189019,0.000285255,0.000291725,0.000233268,0.000255378,0.000211933,0.000226971,0.000210256,0.000241704,0.000211656,0.000255333,0.000233526,0.243911429,0.926354631,0.226779728,1.064911135,0.299669359,1.206360163,0.382185715,1.103331308,Glucokinase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=glk PE=3 SV=1
A5GHU9,SynWH7803_0088,4,4,0.001342721,0.001084037,0.0008666,0.001185998,0.000936589,0.000801582,0.001290243,0.001489488,0.000711145,0.000903992,0.001122385,0.000912788,0.000759812,0.001125009,0.001469206,0.000632814,0.001535779,0.001543335,0.001097786,0.000974723,0.001163625,0.000979722,0.001118009,0.001237309,0.025887439,0.887899224,0.369639635,1.059974635,0.291648973,1.141149688,0.221592647,1.262919269,"6,7-dimethyl-8-ribityllumazine synthase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ribH PE=3 SV=1"
A5GJX0,SynWH7803_0809,4,4,8.44929E-05,1.25723E-05,0.00014192,0.000133565,2.51612E-05,6.60442E-05,6.93652E-05,5.42222E-05,0.000120727,0.00017778,1.72246E-05,0.000100353,0.000185182,1.53869E-05,0.000111633,7.2227E-05,2.61174E-05,8.85366E-05,7.96617E-05,7.49235E-05,8.14381E-05,9.84523E-05,0.000104067,6.22937E-05,0.455023871,0.94052161,0.468678725,1.022300299,0.142890817,1.057031973,0.206199814,0.632729613,Predicted NAD/FAD-dependent oxidoreductase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0809 PE=4 SV=1
A5GMH4,SynWH7803_1713,4,4,0.000448563,0.000321061,0.000559581,0.000468391,0.000373224,0.000684975,0.0004311,0.000403344,0.000417735,0.000527843,0.000549081,0.000278362,0.00049766,0.000555433,0.000408541,0.000488422,0.000410992,0.000502677,0.000443068,0.000508863,0.000417393,0.000451762,0.000487211,0.000467364,0.084846356,1.148498471,0.365168257,0.942051438,0.2705237,1.0784687,0.449271592,1.034534671,5'-nucleotidase SurE OS=Synechococcus sp. (strain WH7803) OX=32051 GN=surE PE=3 SV=1
A5GJ10,SynWH7803_0499,4,4,0.000207593,0.000133938,0.000209716,0.000225685,0.000139776,0.000199223,0.000237854,0.000119646,0.000159643,0.000161035,0.000117752,0.00019738,0.000144661,0.000104771,0.000132523,0.000275219,0.000110194,0.000213045,0.000183749,0.000188228,0.000172381,0.000158722,0.000127318,0.000199486,0.321355157,1.024376161,0.336535761,0.938133407,0.10086663,0.802143912,0.194353886,1.256824687,Chromophore lyase CpcS/CpeS OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cpeS PE=3 SV=1
A5GPD3,SynWH7803_2372,4,4,0.002423186,0.004098954,0.002855477,0.002142511,0.003644058,0.002957839,0.002477897,0.003680231,0.002382735,0.001763698,0.003682953,0.00467137,0.001778894,0.003322813,0.006289564,0.002702912,0.004392586,0.00347177,0.003125873,0.002914803,0.002846955,0.003372674,0.003797091,0.003522423,0.1641281,0.932476562,0.118935725,0.910771152,0.278294404,1.125839916,0.422837542,1.044400771,50S ribosomal protein L10 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplJ PE=3 SV=1
A5GHP0,SynWH7803_0029,4,4,0.000201849,0.000330751,0.000192563,0.000212253,0.000306131,0.000135193,0.000214578,0.000135351,0.000295219,0.000344883,0.00031915,0.000370285,0.000177873,0.000615726,0.00044469,0.00029124,0.000188373,0.000289767,0.000241721,0.000217859,0.000215049,0.000344772,0.000412763,0.00025646,0.173485298,0.901282811,0.395525509,0.889659032,0.330997534,1.197203173,0.029856067,0.743853027,Glyceraldehyde-3-phosphate dehydrogenase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=gap1 PE=3 SV=1
A5GJL2,SynWH7803_0701,4,4,0.000134667,8.73521E-05,0.000243971,0.000137872,9.3178E-05,0.000199017,0.000129527,0.000130221,0.000148581,0.000188156,0.000122083,0.000151519,0.000185829,0.000181066,0.000211676,0.000163923,0.000155172,0.00020084,0.00015533,0.000143356,0.00013611,0.000153919,0.000192857,0.000173312,0.271801067,0.922911844,0.341029801,0.876262563,0.099900306,1.252974148,0.238186502,1.125989751,Serine protease OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0701 PE=4 SV=1
A5GLG9,SynWH7803_1358,4,4,0.001853943,0.001401368,0.002863567,0.001808429,0.001584854,0.002592902,0.001714208,0.001740803,0.001874846,0.0025063,0.001758165,0.00384537,0.001952006,0.002732415,0.003881632,0.00194276,0.001925618,0.002712392,0.002039626,0.001995395,0.001776619,0.002703278,0.002855351,0.00219359,0.383975627,0.978314098,0.284034004,0.871051172,0.382566928,1.056254989,0.154187645,0.811455434,Flavin reductase like domain protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1358 PE=4 SV=1
A5GPK6,SynWH7803_2445,4,4,0.002745229,0.002828863,0.002569781,0.001808294,0.001642149,0.001999203,0.002178357,0.001649546,0.00321297,0.001468852,0.001225259,0.002181149,0.001238036,0.002044442,0.001771582,0.001726886,0.002398813,0.003215787,0.002714625,0.001816549,0.002346958,0.001625087,0.001684687,0.002447162,0.018737294,0.669171278,0.281615583,0.864560638,0.445351897,1.036674979,0.05101179,1.505865683,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2445 PE=4 SV=1
A5GNR2,SynWH7803_2151,4,4,0.001049149,0.002254302,0.002596998,0.001202089,0.002121139,0.002483367,0.001057412,0.002019157,0.001992077,0.001037316,0.002123667,0.002516725,0.000905489,0.002825845,0.002629983,0.000820417,0.001818087,0.002277721,0.001966816,0.001935532,0.001689549,0.001892569,0.002120439,0.001638742,0.383446566,0.984093784,0.13005329,0.859027205,0.227191211,1.120402233,0.005422575,0.865881898,"Ferredoxin-thioredoxin reductase, catalytic chain OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ftrC PE=3 SV=1"
A5GK22,SynWH7803_0861,4,4,0.001846184,0.001022749,0.002398592,0.001602674,0.000854796,0.001921285,0.001370304,0.001099607,0.002045081,0.00113168,0.001151651,0.003053293,0.001694044,0.001382484,0.0026972,0.001527845,0.001437018,0.002065858,0.001755841,0.001459585,0.001504997,0.001778875,0.001924576,0.001676907,0.043103541,0.831273727,0.136591806,0.857137474,0.320896302,1.081906403,0.41983387,0.942678365,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0861 PE=4 SV=1
A5GMT5,SynWH7803_1824,4,4,0.001105902,0.000783885,0.001459691,0.001013028,0.000748633,0.001325834,0.001051391,0.000916291,0.000807065,0.00169658,0.00135559,0.000855659,0.000866761,0.001293511,0.001283525,0.001630552,0.000866698,0.001496101,0.001116493,0.001029165,0.000924916,0.001302609,0.001147933,0.001331117,0.046298525,0.921783626,0.251686225,0.828411644,0.35683978,0.881256157,0.46946078,1.021885152,Uncharacterized secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1824 PE=4 SV=1
A5GJ01,SynWH7803_0490,4,4,9.59662E-05,8.79726E-05,0.000375858,6.55232E-05,5.73296E-05,9.11293E-05,5.86844E-05,0.000214494,0.000183346,0.000606117,0.000335179,9.89196E-05,7.83939E-05,0.000132442,0.000132561,0.000127601,0.00036775,0.000377829,0.000186599,7.13274E-05,0.000152175,0.000346739,0.000114466,0.00029106,0.153358366,0.382249351,0.372248981,0.81551666,0.144808704,0.330121001,0.413091289,0.839422322,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0490 PE=4 SV=1
A5GNA9,SynWH7803_1998,4,4,0.000382652,0.000459801,0.000234977,0.000374393,0.000585428,0.000133295,0.000522051,0.000204586,0.000129672,0.000232303,9.47702E-05,0.000133466,0.000213639,0.000202046,0.000528102,0.000748587,0.000187044,0.000497955,0.000359143,0.000364372,0.000285436,0.000153513,0.000314596,0.000477862,0.472019364,1.014558784,0.293612718,0.794770123,0.159238486,2.049309261,0.060197361,3.112844272,60 kDa chaperonin 2 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=groL2 PE=3 SV=1
A5GM60,SynWH7803_1599,4,4,0.000120695,2.87242E-05,0.000113481,0.000125504,2.93348E-05,5.93281E-05,6.58713E-05,4.33968E-05,9.91615E-05,9.20555E-05,2.30989E-05,7.4E-05,0.000128056,8.09655E-06,7.53555E-05,0.000186667,5.47477E-05,9.1743E-05,8.76336E-05,7.13891E-05,6.94765E-05,6.30515E-05,7.05026E-05,0.000111053,0.241249619,0.814631624,0.231353275,0.792806731,0.33464661,1.118175418,0.089755483,1.761303082,Uncharacterized conserved secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1599 PE=4 SV=1
A5GPG6,SynWH7803_2405,4,4,7.56381E-05,6.38131E-05,5.22533E-05,0.000102176,4.75453E-05,5.96305E-05,5.28572E-05,3.20044E-05,6.45567E-05,9.31503E-05,2.50259E-05,7.28137E-05,8.72791E-05,0.000124148,8.16352E-05,4.85778E-05,3.7605E-05,5.13843E-05,6.39015E-05,6.97841E-05,4.98061E-05,6.36633E-05,9.76875E-05,4.58557E-05,0.340746853,1.092057047,0.202368946,0.779419775,0.204417171,1.534439887,0.197794875,0.720284569,Diflavin flavoprotein A OS=Synechococcus sp. (strain WH7803) OX=32051 GN=dfa PE=3 SV=1
A5GJN3,SynWH7803_0722,4,4,0.000214744,0.000142435,0.001489939,0.00021126,0.000137964,0.000119223,0.000666782,0.000280494,0.000333722,0.000525253,0.0001669,0.000153753,0.000143942,0.000265715,0.000209121,0.00265721,0.000314094,0.000292976,0.000615706,0.000156149,0.000426999,0.000281969,0.000206259,0.001088093,0.209651815,0.25360926,0.369165364,0.693511894,0.335168971,0.731496492,0.174011558,3.858916217,Gluconolactonase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0722 PE=4 SV=1
A5GHS7,SynWH7803_0066,4,4,7.48627E-05,5.05755E-05,7.33535E-05,6.34717E-05,4.77709E-05,7.44274E-05,6.24983E-05,3.40501E-05,3.31901E-05,4.69367E-05,9.79876E-05,0.00013853,6.09655E-05,0.000110378,6.45857E-05,7.70161E-05,7.07279E-05,3.53599E-05,6.62639E-05,6.189E-05,4.32462E-05,9.44847E-05,7.8643E-05,6.10346E-05,0.178453505,0.93399308,0.058553991,0.652635633,0.320136673,0.832336146,0.238712651,0.645973851,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0066 PE=4 SV=1
A5GM99,SynWH7803_1638,4,4,0.000215186,7.69285E-05,0.000499695,0.0002197,0.000105285,0.000135558,0.000222025,0.000102005,0.000135943,0.000386892,2.92203E-05,6.89018E-05,0.000204359,0.000254544,0.000110826,0.000421334,0.00010351,5.33115E-05,0.000263937,0.000153514,0.000153324,0.000161671,0.00018991,0.000192719,0.238195882,0.581633285,0.23732227,0.580912651,0.416534068,1.174665947,0.177436188,1.19204011,SAM-dependent methyltransferase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1638 PE=4 SV=1
A5GMK2,SynWH7803_1741,4,4,0.000224218,0.000156143,0.000560395,0.000347546,0.000147865,0.000511667,0.000112544,0.000118496,0.000243661,0.000312598,0.000228725,0.000416082,0.000472867,0.000209222,0.000442561,0.00027716,0.00018371,0.00039989,0.000313585,0.000335693,0.000158233,0.000319135,0.000374883,0.00028692,0.355900688,1.070499102,0.101895362,0.504594015,0.204908102,1.174686064,0.031382408,0.899055143,Peptidyl-prolyl cis-trans isomerase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=fkpA PE=3 SV=1
A5GJN6,SynWH7803_0725,4,4,0.00080432,0.000804531,0.000727143,0.000634682,0.000665517,0.000823019,0.000732233,0.00011788,0.000253691,0.000718788,0.000915718,0.000476753,0.000588058,5.05605E-05,0.000679307,0.000655711,0.000132082,0.000220085,0.000778665,0.000707739,0.000367935,0.000703753,0.000439308,0.000335959,0.243387587,0.908914112,0.075110054,0.472520281,0.245004676,0.624236398,0.114854312,0.477382352,Glucose 1-dehydrogenase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=gdh PE=4 SV=1
A5GIA4,SynWH7803_0243,3,3,4.18905E-05,2.89784E-05,2.77239E-05,4.95432E-05,2.35681E-05,2.91213E-05,7.67588E-05,5.3527E-05,0.000447147,2.94128E-05,3.4156E-05,6.12954E-05,2.76491E-05,2.47837E-05,5.51885E-05,7.18686E-05,6.96964E-05,0.000185253,3.28643E-05,3.40776E-05,0.000192478,4.16214E-05,3.58738E-05,0.000108939,0.389110934,1.036918394,0.172120438,5.856743226,0.060458442,0.861906688,0.070576599,2.617386316,Histidine--tRNA ligase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=hisS PE=3 SV=1
A5GIP2,SynWH7803_0381,3,3,0.000120955,7.73498E-05,6.98478E-05,0.000154763,7.11607E-05,6.41449E-05,0.000604921,0.000314236,0.000468658,0.000259371,6.3204E-05,0.000147603,0.000234581,5.07092E-05,0.000142517,0.00057079,0.000476763,0.000336565,8.9384E-05,9.66895E-05,0.000462605,0.000156726,0.000142602,0.000461373,0.318407085,1.081731338,0.017845978,5.175478871,0.066612715,0.909882831,0.021269941,2.943817343,30S ribosomal protein S7 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rpsG PE=3 SV=1
A5GKJ3,SynWH7803_1032,3,3,2.63079E-05,8.14297E-06,9.87773E-06,2.47877E-05,5.44577E-06,3.70837E-06,2.6339E-05,9.84227E-06,0.000121216,1.00461E-05,2.5498E-06,3.11805E-05,3.63612E-05,2.15864E-06,3.3995E-05,4.55919E-05,1.26097E-05,7.447E-05,1.47762E-05,1.1314E-05,5.24658E-05,1.45921E-05,2.41716E-05,4.42239E-05,0.065619847,0.76568887,0.206872306,3.550699635,0.18656307,1.656482346,0.049075908,3.030666933,3-phosphoshikimate 1-carboxyvinyltransferase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=aroA PE=3 SV=1
A5GL76,SynWH7803_1265,3,3,0.000157611,7.35376E-05,0.000121306,0.000187587,4.38537E-05,5.503E-05,0.00041821,0.000162242,0.000518585,0.000301274,5.29572E-05,0.000411319,0.000145718,4.69134E-05,0.000583112,0.000183217,0.000146461,0.000586241,0.000117485,9.54904E-05,0.000366346,0.000255184,0.000258581,0.000305306,0.257547289,0.812788114,0.05409707,3.118234223,0.487307991,1.013314504,0.311943353,1.196417748,Uncharacterized conserved secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1265 PE=4 SV=1
