 Locus tag,Gene abbreviation,"RPKM1 ,             Syn 7002_ax   High light, high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,resolved_locus_tag,resolution_method
SYNPCC7002_A2265,,17.26,51.06,18.84,2.941,1.087,0.37,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2265,locus_tag: Locus tag
SYNPCC7002_F0038,,7.55,12.77,4.71,1.695,0.625,0.37,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0038,locus_tag: Locus tag
SYNPCC7002_A0779,,46.4,53.62,20.41,1.149,0.441,0.38,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0779,locus_tag: Locus tag
SYNPCC7002_A1336,,20.5,33.19,12.56,1.613,0.613,0.38,TIGR03792 family uncharacterized protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1336,locus_tag: Locus tag
SYNPCC7002_A2169,,28.59,20.43,7.85,0.714,0.275,0.38,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2169,locus_tag: Locus tag
SYNPCC7002_A2758,,15.65,45.96,17.27,2.941,1.099,0.38,membrane protein of unknown function UPF0016,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2758,locus_tag: Locus tag
SYNPCC7002_A0845,,28.59,28.08,10.99,0.98,0.385,0.39,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0845,locus_tag: Locus tag
SYNPCC7002_A1426,ycf49,12.95,28.08,10.99,2.174,0.847,0.39,protein of unknown function DUF2499 Ycf49,Unknown function,General,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A1426,locus_tag: Locus tag
SYNPCC7002_A0506,,8.09,43.4,17.27,5.263,2.128,0.4,haloacid dehalogenase-like hydrolase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0506,locus_tag: Locus tag
SYNPCC7002_A0523,,114.92,130.21,51.8,1.136,0.45,0.4,methyltransferase-like protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0523,locus_tag: Locus tag
SYNPCC7002_A0629,,711.64,1539.54,615.31,2.174,0.862,0.4,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0629,locus_tag: Locus tag
SYNPCC7002_A2309,,231.46,684.24,273.12,2.941,1.176,0.4,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2309,locus_tag: Locus tag
SYNPCC7002_A0536,,6.47,15.32,6.28,2.381,0.971,0.41,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A0892,,1.62,7.66,3.14,4.762,1.923,0.41,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0892,locus_tag: Locus tag
SYNPCC7002_A0966,,52.33,91.91,37.67,1.754,0.719,0.41,protein of unknown function DUF29,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0966,locus_tag: Locus tag
SYNPCC7002_A1866,,2.16,7.66,3.14,3.571,1.449,0.41,bacteriophage conserved hypothetical protein,Unknown function,General,Bacteriophage,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1866,locus_tag: Locus tag
SYNPCC7002_A2109,,16.73,7.66,3.14,0.459,0.188,0.41,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A2109,locus_tag: Locus tag
SYNPCC7002_A2157,,47.48,61.28,25.11,1.299,0.529,0.41,conserved hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2157,locus_tag: Locus tag
SYNPCC7002_A2652,,0.54,15.32,6.28,25.0,11.111,0.41,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2817,,4.32,7.66,3.14,1.786,0.73,0.41,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2817,locus_tag: Locus tag
SYNPCC7002_A0249,,23.2,40.85,17.27,1.754,0.746,0.42,UvrC domain protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0249,locus_tag: Locus tag
SYNPCC7002_A1119,yqeG,16.73,112.34,47.09,6.667,2.778,0.42,HAD superfamily phosphatase YqeG,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1119,locus_tag: Locus tag
SYNPCC7002_A2671,,128.41,250.21,105.17,1.961,0.82,0.42,FIG01158930 family uncharactered protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2671,locus_tag: Locus tag
SYNPCC7002_F0021,,13.49,94.47,39.24,7.143,2.941,0.42,protein of unknown function DUF559,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0021,locus_tag: Locus tag
SYNPCC7002_A1187,,6.47,33.19,14.13,5.0,2.174,0.43,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,unresolved
SYNPCC7002_A2237,,70.68,694.45,296.67,10.0,4.167,0.43,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2659,,116.0,66.38,28.25,0.571,0.243,0.43,conserved hypothetical lipoprotein,Unknown function,General,,Inner Membrane Lipoprotein,,SYNPCC7002_A2659,locus_tag: Locus tag
SYNPCC7002_A0683,,9.17,17.87,7.85,1.961,0.855,0.44,family 1 carbohydrate esterase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0683,locus_tag: Locus tag
SYNPCC7002_A0943,,180.2,691.9,304.52,3.846,1.695,0.44,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A0943,locus_tag: Locus tag
SYNPCC7002_A0944,hflX,45.86,314.04,138.13,6.667,3.03,0.44,GTP-binding protein HflX,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0944,locus_tag: Locus tag
SYNPCC7002_A1020,,24.82,63.83,28.25,2.564,1.136,0.44,protein of unknown function DUF3370,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1020,locus_tag: Locus tag
SYNPCC7002_A2344,,14.03,53.62,23.54,3.846,1.667,0.44,protein of unknown function DUF3370,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2344,locus_tag: Locus tag
SYNPCC7002_A2440,,12.95,53.62,23.54,4.167,1.818,0.44,hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2440,locus_tag: Locus tag
SYNPCC7002_A2715,,53.95,97.02,42.38,1.786,0.787,0.44,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2715,locus_tag: Locus tag
SYNPCC7002_G0044,,7.55,17.87,7.85,2.381,1.042,0.44,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0044,locus_tag: Locus tag
SYNPCC7002_G0133,,33.99,63.83,28.25,1.887,0.833,0.44,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0133,locus_tag: Locus tag
SYNPCC7002_A0645,,103.59,283.4,128.71,2.703,1.25,0.45,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0645,locus_tag: Locus tag
SYNPCC7002_A1239,,292.96,1756.56,787.97,5.882,2.703,0.45,4Fe-4S type iron-sulfur protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1239,locus_tag: Locus tag
SYNPCC7002_A1430,,22.12,125.1,56.51,5.556,2.564,0.45,protein of unknown function DUF393,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1430,locus_tag: Locus tag
SYNPCC7002_A2618,,9.71,127.66,58.08,12.5,5.882,0.45,TspO/MBR family protein,Unknown function,General,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A2618,locus_tag: Locus tag
SYNPCC7002_A0142,ycf20,14.57,40.85,18.84,2.778,1.299,0.46,protein of unknown function DUF565 Ycf20,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A0142,locus_tag: Locus tag
SYNPCC7002_A1120,,8.63,10.21,4.71,1.176,0.546,0.46,methyltransferase UbiE/COQ5 family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1120,locus_tag: Locus tag
SYNPCC7002_A1444,,9.71,20.43,9.42,2.083,0.971,0.46,hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A1444,locus_tag: Locus tag
SYNPCC7002_A1848,,7.55,20.43,9.42,2.703,1.25,0.46,methyltransferase type 11,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1848,locus_tag: Locus tag
SYNPCC7002_A0524,,33.45,53.62,25.11,1.613,0.752,0.47,hypothetical protein,Unknown function,General,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A0524,locus_tag: Locus tag
SYNPCC7002_A0803,,55.57,178.72,84.76,3.226,1.515,0.47,4Fe-4S type iron-sulfur protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0803,locus_tag: Locus tag
SYNPCC7002_A0959,,27.52,63.83,29.82,2.326,1.087,0.47,periplasmic protein,Unknown function,General,,Periplasm,,SYNPCC7002_A0959,locus_tag: Locus tag
SYNPCC7002_E0031,,50.18,145.53,69.07,2.941,1.37,0.47,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0031,locus_tag: Locus tag
SYNPCC7002_A0124,,8.63,35.74,17.27,4.167,2.0,0.48,conserved hypothetical protein with saccharopine dehydrogenase/reductase domain,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0124,locus_tag: Locus tag
SYNPCC7002_A0581,,17.26,45.96,21.98,2.632,1.266,0.48,protein of unknown function DUF39,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0581,locus_tag: Locus tag
SYNPCC7002_A0813,pspA,40.46,168.51,80.05,4.167,1.961,0.48,membrane-associated 30 kD protein PpsA,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0813,locus_tag: Locus tag
SYNPCC7002_A2042,,52.33,56.17,26.68,1.075,0.51,0.48,putative endonuclease DUF820 family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2042,locus_tag: Locus tag
SYNPCC7002_A2257,,30.75,107.23,51.8,3.448,1.695,0.48,protein of unknown function DUF429,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2257,locus_tag: Locus tag
SYNPCC7002_F0073,,29.67,45.96,21.98,1.538,0.741,0.48,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0073,locus_tag: Locus tag
SYNPCC7002_G0105,,18.34,22.98,10.99,1.25,0.599,0.48,family E cytochrome P450,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_G0105,locus_tag: Locus tag
SYNPCC7002_A0285,,1285.15,13881.38,6848.45,11.111,5.263,0.49,ThiS domain-containing protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0285,locus_tag: Locus tag
SYNPCC7002_A0444,,15.11,48.51,23.54,3.226,1.563,0.49,fumarylacetoacetate (FAA) hydrolase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0444,locus_tag: Locus tag
SYNPCC7002_A0535,,4.32,12.77,6.28,2.941,1.449,0.49,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0535,locus_tag: Locus tag
SYNPCC7002_A0668,,3.24,12.77,6.28,4.0,1.923,0.49,WD-40-like beta propeller repeat-containing protein,Unknown function,General,,Inner Membrane Lipoprotein,,SYNPCC7002_A0668,locus_tag: Locus tag
SYNPCC7002_A0963,,83.63,181.27,89.47,2.174,1.075,0.49,family S8 non-peptidase homolog,Unknown function,Enzymes of unknown specificity,,Periplasm,,SYNPCC7002_A0963,locus_tag: Locus tag
SYNPCC7002_A1103,,77.15,148.08,72.2,1.923,0.935,0.49,acyltransferase domain-containing protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1103,locus_tag: Locus tag
SYNPCC7002_A1191,,30.75,63.83,31.39,2.083,1.02,0.49,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1191,locus_tag: Locus tag
SYNPCC7002_A2673,,108.44,158.29,76.91,1.449,0.709,0.49,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2673,locus_tag: Locus tag
SYNPCC7002_A2725,,14.57,12.77,6.28,0.877,0.431,0.49,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_E0039,,1109.81,2221.23,1097.2,2.0,0.99,0.49,Zn-dependent dCMP deaminase,Unknown function,Enzymes of unknown specificity,Salvage of nucleosides and nucleotides,Cytoplasm,,SYNPCC7002_E0039,locus_tag: Locus tag
SYNPCC7002_G0118,,18.34,12.77,6.28,0.694,0.342,0.49,conserved hypothetical zinc-binding protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0118,locus_tag: Locus tag
SYNPCC7002_A0184,,576.75,2057.82,1035.98,3.571,1.786,0.5,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0184,locus_tag: Locus tag
SYNPCC7002_A1083,,8.63,40.85,20.41,4.762,2.381,0.5,LCCL domain-containing protein,Unknown function,General,,Extracellular,,SYNPCC7002_A1083,locus_tag: Locus tag
SYNPCC7002_A2412,,27.52,68.93,34.53,2.5,1.25,0.5,membrane protein of unknown function DUF2079,Unknown function,General,,Inner Membrane (7 transmembrane span),,SYNPCC7002_A2412,locus_tag: Locus tag
SYNPCC7002_G0004,,31.29,40.85,20.41,1.299,0.654,0.5,cytidine and deoxycytidylate deaminase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_G0004,locus_tag: Locus tag
SYNPCC7002_A0186,,1725.95,531.05,1070.51,0.308,0.621,2.02,high light inducible protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0186,locus_tag: Locus tag
SYNPCC7002_A1205,,112.76,40.85,83.19,0.362,0.735,2.04,hypothetical protein,Unknown function,General,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A1205,locus_tag: Locus tag
SYNPCC7002_A2254,,264.91,201.7,411.25,0.763,1.563,2.04,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2254,locus_tag: Locus tag
SYNPCC7002_A0132,,106.29,61.28,125.57,0.578,1.176,2.05,conserved hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A0132,locus_tag: Locus tag
SYNPCC7002_A1404,,10.25,7.66,15.7,0.746,1.538,2.05,cysteine-rich secretory protein family,Unknown function,General,,Periplasm,,SYNPCC7002_A1404,locus_tag: Locus tag
SYNPCC7002_F0043,,41.54,7.66,15.7,0.185,0.377,2.05,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0043,locus_tag: Locus tag
SYNPCC7002_A1419,,57.19,17.87,37.67,0.313,0.658,2.11,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1419,locus_tag: Locus tag
SYNPCC7002_A0372,,29.67,15.32,32.96,0.515,1.111,2.15,glycosyl transferase family 2,Unknown function,Enzymes of unknown specificity,Polysaccharide biosynthesis,Cytoplasm,,SYNPCC7002_A0372,locus_tag: Locus tag
SYNPCC7002_D0009,,7.01,12.77,28.25,1.818,4.0,2.21,membrane protein of unknown function DUF1097,Unknown function,General,Nitrogen assimilation - Aliphatic nitriles,Inner Membrane (3 transmembrane span),,SYNPCC7002_D0009,locus_tag: Locus tag
SYNPCC7002_A1012,,12.95,7.66,17.27,0.592,1.333,2.25,protein of unknown function DUF3119,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1012,locus_tag: Locus tag
SYNPCC7002_A2720,,27.52,7.66,17.27,0.279,0.629,2.25,protein of unknown function mce family Ycf22,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2720,locus_tag: Locus tag
SYNPCC7002_A0930,,24.82,25.53,58.08,1.031,2.326,2.27,membrane protein of unknown function DUF502,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A0930,locus_tag: Locus tag
SYNPCC7002_A1180,,3070.45,684.24,1552.4,0.223,0.505,2.27,protein of unknown function DUF1257,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1180,locus_tag: Locus tag
SYNPCC7002_A1387,,24.28,25.53,58.08,1.053,2.381,2.27,hypothetical protein,Unknown function,General,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A1387,locus_tag: Locus tag
SYNPCC7002_A2429,,486.65,239.99,544.67,0.493,1.124,2.27,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2429,locus_tag: Locus tag
SYNPCC7002_A2126,,12.95,10.21,23.54,0.787,1.818,2.31,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2126,locus_tag: Locus tag
SYNPCC7002_A0078,,336.13,48.51,113.02,0.144,0.337,2.33,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0078,locus_tag: Locus tag
SYNPCC7002_A2467,,28.59,12.77,29.82,0.446,1.042,2.34,protein of unknown function DUF393,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2467,locus_tag: Locus tag
SYNPCC7002_A0566,,37.23,17.87,42.38,0.481,1.136,2.37,FMN-binding flavin reductase-like domain-containing protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0566,locus_tag: Locus tag
SYNPCC7002_A2454,,201.78,51.06,122.43,0.253,0.606,2.4,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2454,locus_tag: Locus tag
SYNPCC7002_A1712,,266.53,33.19,80.05,0.125,0.3,2.41,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1712,locus_tag: Locus tag
SYNPCC7002_A0673,,9.17,5.11,12.56,0.556,1.37,2.46,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0673,locus_tag: Locus tag
SYNPCC7002_A0717,,9.17,7.66,18.84,0.833,2.041,2.46,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0717,locus_tag: Locus tag
SYNPCC7002_A0783,rfrN,24.28,10.21,25.11,0.42,1.031,2.46,pentapeptide repeat-containing protein RfrN,Unknown function,General,,Thylakoid Lumen,,SYNPCC7002_A0783,locus_tag: Locus tag
SYNPCC7002_A1019,,20.5,17.87,43.95,0.87,2.128,2.46,hypothetical protein,Unknown function,General,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A1019,locus_tag: Locus tag
SYNPCC7002_A1307,,79.85,17.87,43.95,0.224,0.549,2.46,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1307,locus_tag: Locus tag
SYNPCC7002_A1326,,60.97,20.43,50.23,0.336,0.826,2.46,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1326,locus_tag: Locus tag
SYNPCC7002_A1335,,2.16,2.55,6.28,1.176,2.941,2.46,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1335,locus_tag: Locus tag
SYNPCC7002_A1358,,4.86,2.55,6.28,0.526,1.299,2.46,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1358,locus_tag: Locus tag
SYNPCC7002_A1787,,11.87,5.11,12.56,0.431,1.053,2.46,methyltransferase type 11,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1787,locus_tag: Locus tag
SYNPCC7002_A1878,,1.62,2.55,6.28,1.587,3.846,2.46,bacteriophage conserved hypothetical protein,Unknown function,General,Bacteriophage,Bacteriophage,,SYNPCC7002_A1878,locus_tag: Locus tag
SYNPCC7002_A1974,,8.09,2.55,6.28,0.315,0.775,2.46,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1974,locus_tag: Locus tag
SYNPCC7002_A2058,,15.65,7.66,18.84,0.49,1.205,2.46,GTPase with DUF697 domain,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2058,locus_tag: Locus tag
SYNPCC7002_A2278,,4.32,2.55,6.28,0.592,1.449,2.46,hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2278,locus_tag: Locus tag
SYNPCC7002_A2307,,12.95,5.11,12.56,0.394,0.971,2.46,membrane protein of unknown function DUF4010,Unknown function,General,,Inner Membrane (12 transmembrane span),,SYNPCC7002_A2307,locus_tag: Locus tag
SYNPCC7002_A2410,,19.96,5.11,12.56,0.256,0.629,2.46,predicted Zn-dependent hydrolase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2410,locus_tag: Locus tag
SYNPCC7002_A2490,,11.87,5.11,12.56,0.431,1.053,2.46,transglutaminase-like superfamily protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2490,locus_tag: Locus tag
SYNPCC7002_A2729,,8.09,5.11,12.56,0.633,1.563,2.46,protein of unknown function DUF2930,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2729,locus_tag: Locus tag
SYNPCC7002_F0061,,13.49,2.55,6.28,0.189,0.465,2.46,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0061,locus_tag: Locus tag
SYNPCC7002_A0239,,23.74,10.21,26.68,0.431,1.124,2.61,FMN-dependent non-ribosomal peptide synthetase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0239,locus_tag: Locus tag
SYNPCC7002_E0015,,13.49,10.21,26.68,0.758,1.961,2.61,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_E0015,locus_tag: Locus tag
SYNPCC7002_A0062,,18.34,7.66,20.41,0.418,1.111,2.66,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A0062,locus_tag: Locus tag
SYNPCC7002_A0161,,13.49,7.66,20.41,0.568,1.515,2.66,circadian oscillating protein Cop23,Unknown function,General,,Periplasm,,SYNPCC7002_A0161,locus_tag: Locus tag
SYNPCC7002_A0568,,81.47,7.66,20.41,0.094,0.251,2.66,CHRD domain protein,Unknown function,General,,Periplasm,,SYNPCC7002_A0568,locus_tag: Locus tag
SYNPCC7002_A1213,,1967.12,474.88,1266.72,0.242,0.645,2.67,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1213,locus_tag: Locus tag
SYNPCC7002_D0026,,54.49,12.77,34.53,0.234,0.633,2.71,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_D0026,locus_tag: Locus tag
SYNPCC7002_A1524,,44.24,17.87,48.66,0.403,1.099,2.72,TIGR02450 family tryptophan-rich protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1524,locus_tag: Locus tag
SYNPCC7002_A2007,,157.54,51.06,139.7,0.324,0.885,2.74,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A0168,,39.93,15.32,42.38,0.383,1.064,2.77,Rho termination factor-like protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0168,locus_tag: Locus tag
SYNPCC7002_A0640,,24.82,5.11,14.13,0.206,0.568,2.77,WD-40-like beta propeller repeat-containing protein,Unknown function,General,,Inner Membrane Lipoprotein,,SYNPCC7002_A0640,locus_tag: Locus tag
SYNPCC7002_G0156,,17.26,5.11,14.13,0.296,0.82,2.77,protein of unknown function DUF427,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0156,locus_tag: Locus tag
SYNPCC7002_A1695,,139.2,30.64,86.33,0.22,0.621,2.82,protein of unknown function DUF1232,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1695,locus_tag: Locus tag
SYNPCC7002_A0879,,12.41,7.66,21.98,0.617,1.786,2.87,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A0879,locus_tag: Locus tag
SYNPCC7002_A2008,,50.18,10.21,29.82,0.204,0.595,2.92,conserved hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2008,locus_tag: Locus tag
SYNPCC7002_A0265,,1263.57,260.42,764.43,0.206,0.606,2.94,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0265,locus_tag: Locus tag
SYNPCC7002_E0029,,11.87,12.77,37.67,1.075,3.125,2.95,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0029,locus_tag: Locus tag
SYNPCC7002_A2177,,2038.87,454.46,1356.19,0.223,0.667,2.98,putative extracellular protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2177,locus_tag: Locus tag
SYNPCC7002_A0183,,7.01,2.55,7.85,0.364,1.124,3.07,TPR repeat-containing glycosyltransferase family 2,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0183,locus_tag: Locus tag
SYNPCC7002_A0189,,8.63,2.55,7.85,0.296,0.909,3.07,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0189,locus_tag: Locus tag
SYNPCC7002_A0355,,14.57,2.55,7.85,0.175,0.538,3.07,metal-binding protein of unknown function DUF2227,Unknown function,General,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A0355,locus_tag: Locus tag
SYNPCC7002_A0660,,32.37,5.11,15.7,0.158,0.485,3.07,HNH endonuclease,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0660,locus_tag: Locus tag
SYNPCC7002_A1237,,11.87,5.11,15.7,0.431,1.316,3.07,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1237,locus_tag: Locus tag
SYNPCC7002_A1471,,14.57,2.55,7.85,0.175,0.538,3.07,conserved hypothetical protein,Unknown function,General,,Outer Membrane,,SYNPCC7002_A1471,locus_tag: Locus tag
SYNPCC7002_A1484,,17.8,5.11,15.7,0.287,0.885,3.07,hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A1484,locus_tag: Locus tag
SYNPCC7002_E0030,,27.52,12.77,39.24,0.463,1.429,3.07,2OG-Fe(II) oxygenase family oxidoreductase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_E0030,locus_tag: Locus tag
SYNPCC7002_F0036,,14.03,2.55,7.85,0.182,0.559,3.07,hypothetical protein,Unknown function,General,,Inner Membrane (3 transmembrane span),,SYNPCC7002_F0036,locus_tag: Locus tag
SYNPCC7002_G0124,,12.95,5.11,15.7,0.394,1.22,3.07,protein of unknown function DUF4126,Unknown function,General,,Inner Membrane (4 transmembrane span),,SYNPCC7002_G0124,locus_tag: Locus tag
SYNPCC7002_C0005,,52.87,20.43,64.36,0.386,1.22,3.15,ATP-binding protein in restriction-modification system locus,Unknown function,Enzymes of unknown specificity,Restriction-modification systems,Cytoplasm,,SYNPCC7002_C0005,locus_tag: Locus tag
SYNPCC7002_A2695,,96.58,15.32,48.66,0.159,0.505,3.18,thioredoxin-like protein,Unknown function,Enzymes of unknown specificity,,Periplasm,,SYNPCC7002_A2695,locus_tag: Locus tag
SYNPCC7002_E0017,,86.86,15.32,50.23,0.176,0.578,3.28,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A1907,,8.63,5.11,17.27,0.592,2.0,3.38,periplasmic AMIN domain protein,Unknown function,General,,Periplasm,,SYNPCC7002_A1907,locus_tag: Locus tag
