 Locus tag,Gene abbreviation,"RPKM1 ,           Shew 3-18-1_ax   High light,      high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,Unnamed: 14,resolved_locus_tag,resolution_method
SputW3181_2627,,5.6,4.1,14.4,0.73,2.58,3.56,uracil-DNA glycosylase superfamily protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_2629,srpA,15.8,18.9,3.2,1.2,0.2,0.17,heme-dependent catalase SrpA,Cellular processes,Detoxification,Oxidative stress,Periplasm,,,,unresolved
SputW3181_2632,,9.3,10.8,41.6,1.16,4.47,3.85,glutamate decarboxylase GadA,Central intermediary metabolism,Amino acids and amines,Glutamate degradation,Cytoplasm,,,,unresolved
SputW3181_2637,tnpA_ISspu22,9.3,6.8,0.0,0.73,0.01,0.02,ISSpu22 transposase TnpA_ISSpu22,Mobile and extrachromosomal element functions,Transposon functions,,Cytoplasm,,,,unresolved
SputW3181_2638,,3.7,14.9,3.2,3.99,0.86,0.22,conserved hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2640,,13.0,14.9,0.0,1.14,0.01,0.01,protein of unknown function DUF1706,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2641,satA,7.4,8.1,20.8,1.09,2.8,2.57,streptogramin A acetyl transferase SatA,Cellular processes,Detoxification,Antibiotic resistance,Cytoplasm,,,,unresolved
SputW3181_2642,altA,5.6,6.8,0.0,1.21,0.02,0.02,transcriptional regulator AltA,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_2643,,9.3,6.8,0.0,0.73,0.01,0.02,branched-chain amino acid efflux pump permease component 1 AzlC family,Transport and binding proteins,"Amino acids, peptides and amines",,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_2646,,122.8,129.7,407.6,1.06,3.32,3.14,transcription activator-like effector binding domain protein,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_2649,,17.7,13.5,3.2,0.76,0.18,0.24,tellurium ion resistance family protein,Transport and binding proteins,Unknown substrate,,Inner Membrane (9 transmembrane spans),,,,unresolved
SputW3181_2656,,9.3,9.5,0.0,1.02,0.01,0.01,protein of unknown function DUF1289,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2659,,33.5,25.7,64.1,0.77,1.91,2.5,protein of unknown function DUF502,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2660,,4.7,5.4,0.0,1.16,0.03,0.02,glyoxalase family protein,Unknown function,Enzymes of unknown specificity,Oxidative stress,Cytoplasm,,,,unresolved
SputW3181_2665,pstC,17.7,12.2,28.8,0.69,1.63,2.37,ABC-type high affinity phosphate uptake system permease component PstC,Transport and binding proteins,Anions,Phosphate homeostasis,Inner Membrane (8 transmembrane spans),,,,unresolved
SputW3181_2666,,12.1,10.8,0.0,0.89,0.01,0.01,ACT domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2667,,18.6,20.3,41.6,1.09,2.24,2.06,protein of unknown function DUF2797,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2668,,6.5,9.5,0.0,1.45,0.02,0.01,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2669,,112.6,286.4,60.9,2.54,0.54,0.21,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2674,,6.5,6.8,1.6,1.04,0.25,0.24,methyl-accepting chemotaxis sensory transducer,Signal transduction,Taxis,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2676,,118.2,233.7,28.8,1.98,0.24,0.12,polymorphic toxin NTF2 family immunity protein,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Cytoplasm,,,,unresolved
SputW3181_2677,,51.2,48.6,20.8,0.95,0.41,0.43,acetyl-CoA hydrolase/transferase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_2678,,11.2,8.1,2.4,0.73,0.22,0.3,ABC-type drugE1 family efflux system permease component,Transport and binding proteins,Unknown substrate,,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_2679,,13.0,8.1,17.6,0.62,1.35,2.17,ABC-type drugE1 family efflux system ATPase component,Transport and binding proteins,Toxic compound efflux,Toxic compound efflux,Cytoplasm,,,,unresolved
SputW3181_2681,,6.5,6.8,0.0,1.04,0.02,0.02,transcriptional repressor of ABC-type drugE1 family efflux system TetR family,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_2689,,1.9,1.4,6.4,0.73,3.44,4.74,diguanylate cyclase with PAS sensory domain,Regulatory functions,Small molecule interactions,,Cytoplasm,,,,unresolved
SputW3181_2692,ybiT,92.1,97.3,227.4,1.06,2.47,2.34,REG family ATPase YbiT,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2694,cueR,19.5,13.5,0.0,0.69,0.01,0.01,copper-responsive transcriptional regulator of CopA copper exporter CueR,Regulatory functions,DNA interactions,Copper homeostasis,Cytoplasm,CueR,,,unresolved
SputW3181_2695,,13.0,14.9,6.4,1.14,0.49,0.43,S9 family serine peptidase,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,LP-IM & IM 1 TM,,,,unresolved
SputW3181_2696,,44.7,47.3,13.6,1.06,0.3,0.29,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2702,ivdC,21.4,17.6,8.8,0.82,0.41,0.5,2-methylbutanoyl-CoA dehydrogenase IvdC,Central intermediary metabolism,Amino acids and amines,Branched-chain amino acid degradation,Cytoplasm,LiuR and TyrR,,,unresolved
SputW3181_2705,,1.9,2.7,8.0,1.45,4.3,2.96,methyl-accepting chemotaxis sensory transducer with 4HB sensory domain,Signal transduction,Taxis,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2708,,28.8,20.3,50.4,0.7,1.75,2.49,short chain dehydrogenase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_2714,phhB,45.6,50.0,111.3,1.1,2.44,2.23,pterin-4-alpha-carbinolamine dehydratase PhhB,Central intermediary metabolism,Amino acids and amines,Phenylalanine degradation,Cytoplasm,TyrR,,,unresolved
SputW3181_2715,phhA,10.2,16.2,51.2,1.58,5.01,3.16,phenylalanine-4-hydroxylase PhhA,Central intermediary metabolism,Amino acids and amines,Phenylalanine degradation,Cytoplasm,TyrR,,,unresolved
SputW3181_2717,galE,376.8,476.8,148.9,1.27,0.4,0.31,UDP-glucose 4-epimerase GalE,Central intermediary metabolism,Sugars,,Cytoplasm,,,,unresolved
SputW3181_2719,,14.9,25.7,0.0,1.72,0.01,0.0,protein of unknown function DUF583,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2720,,10.2,10.8,0.0,1.06,0.01,0.01,LysR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_2722,,30.7,44.6,12.8,1.45,0.42,0.29,hypothetical protein,Unknown function,General,,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_2725,,169.3,226.9,72.1,1.34,0.43,0.32,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2731,,27.9,27.0,73.7,0.97,2.64,2.73,inner membrane protein of unknown function DUF218,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2737,,982.6,724.0,2188.3,0.74,2.23,3.02,cold shock protein Csp family,Cellular processes,Adaptations to atypical conditions,Stress response - cold shock,Cytoplasm,,,,unresolved
SputW3181_2756,map,33.5,37.8,107.3,1.13,3.2,2.84,methionine aminopeptidase Map,Protein fate,Protein modification and repair,,Cytoplasm,,,,unresolved
SputW3181_2759,,54.9,67.5,28.0,1.23,0.51,0.41,metal dependent phosphohydrolase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_2761,ptsG,27.9,32.4,11.2,1.16,0.4,0.35,phosphotransferase system (PTS) glucose-specific IIBC component PtsG,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Sugar utilization - Glucose,Inner Membrane (8 transmembrane spans),,,,unresolved
SputW3181_2762,yqcA,58.6,55.4,21.6,0.94,0.37,0.39,tRNA pseudouridine synthase C-associated flavoprotein YqcA,Energy metabolism,Electron transport,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_2763,,24.2,41.9,94.5,1.73,3.91,2.26,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2765,yqcC,16.7,18.9,42.4,1.13,2.53,2.24,tRNA pseudouridine synthase C-associated protein of unknown function DUF446 YqcC,Unknown function,General,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_2766,,11.2,12.2,30.4,1.09,2.73,2.5,protein of unknown function DUF3549,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2767,,42.8,48.6,17.6,1.14,0.41,0.36,protein of unknown function DUF3301,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2769,,150.7,185.0,14.4,1.23,0.1,0.08,protein of unknown function DUF2789,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2770,,25.1,45.9,0.0,1.83,0.0,0.0,outer membrane lipoprotein SmpA/OmlA family,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_2771,,6.5,6.8,17.6,1.04,2.7,2.61,conserved protein of unknown function,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2772,,13.0,12.2,0.0,0.93,0.01,0.01,Zn-ribbon-containing possibly nucleic-acid-binding protein DUF2310,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2776,pfaR,7.4,9.5,19.2,1.27,2.58,2.03,transcriptional regulator of eicosapentaenoic acid synthesis PfaR,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_2778,pfaB,7.4,5.4,0.8,0.73,0.11,0.15,omega-3 polyunsaturated fatty acid synthase PfaB,Fatty acid and phospholipid metabolism,Biosynthesis,EPA biosynthesis,Cytoplasm,,,,unresolved
SputW3181_2780,pfaD,7.4,5.4,0.0,0.73,0.02,0.02,omega-3 polyunsaturated fatty acid synthase subunit PfaD,Fatty acid and phospholipid metabolism,Biosynthesis,EPA biosynthesis,Cytoplasm,,,,unresolved
SputW3181_2781,,609.5,848.2,293.1,1.39,0.48,0.35,protein of unknown function DUF1328,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2782,,771.4,983.3,265.8,1.27,0.34,0.27,conserved hypothetical protein,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_2785,,48.4,102.7,30.4,2.12,0.63,0.3,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2786,,1184.5,2656.9,813.5,2.24,0.69,0.31,Bon domain protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_2788,,15.8,8.1,0.0,0.51,0.01,0.02,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2789,,101.4,97.3,38.4,0.96,0.38,0.4,fumarylacetoacetate hydrolase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_2790,,7.4,17.6,3.2,2.36,0.43,0.18,methyl-accepting chemotaxis sensory transducer,Signal transduction,Taxis,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2792,,47.5,41.9,11.2,0.88,0.24,0.27,MarR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_2795,,8.4,2.7,0.8,0.32,0.1,0.3,TonB-dependent haem/haemoglobin receptor,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,Fur,,,unresolved
SputW3181_2796,,17.7,17.6,4.8,0.99,0.27,0.27,protein of unknown function DUF2461,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2800,yfaZ,440.1,64.8,24.8,0.15,0.06,0.38,outer membrane protein YfaZ,Unknown function,General,,Outer Membrane,,,,unresolved
SputW3181_2803,,22.3,18.9,6.4,0.85,0.29,0.34,cytoplasmic glutathione peroxidase,"Biosynthesis of cofactors, prosthetic groups, and carriers",Glutathione and analogs,Oxidative stress,Cytoplasm,,,,unresolved
SputW3181_2822,,20.5,20.3,7.2,0.99,0.35,0.36,inner membrane protein of unknown function DUF423,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_2824,gcvA,20.5,20.3,7.2,0.99,0.35,0.36,transcriptional activator of glycine metabolism GcvA,Regulatory functions,DNA interactions,Glycine metabolism,Cytoplasm,GcvA,,,unresolved
SputW3181_2826,thiI,60.5,60.8,134.5,1.0,2.22,2.21,ThiS sulfurtransferase / tRNA thiolatione enzyme ThiI,Protein synthesis,tRNA and rRNA base modification,Thiamine (B1) biosynthesis and salvage,Cytoplasm,,,,unresolved
SputW3181_2827,pomB,86.5,128.3,55.2,1.48,0.64,0.43,stator-force generator of Na+ coupled flagellar motor PomB,Transport and binding proteins,Secretion systems,T3bSS,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2836,lldE,515.5,239.1,92.1,0.46,0.18,0.39,L-lactate dehydrogenase complex protein LldE,Energy metabolism,Electron transport,Lactate utilization,Cytoplasm,LldR,,,unresolved
SputW3181_2837,lldF,392.7,175.6,41.6,0.45,0.11,0.24,L-lactate dehydrogenase iron-sulfur cluster-binding protein LldF,Energy metabolism,Electron transport,Lactate utilization,Cytoplasm,LldR,,,unresolved
SputW3181_2838,lldG,792.8,538.9,126.5,0.68,0.16,0.23,L-lactate dehydrogenase complex protein LldG,Energy metabolism,Electron transport,Lactate utilization,Cytoplasm,LldR,,,unresolved
SputW3181_2839,,92.1,59.4,16.8,0.65,0.18,0.28,AAA ATPase central domain protein,Unknown function,Enzymes of unknown specificity,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2841,,20.5,28.4,4.8,1.39,0.23,0.17,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2842,,26.1,21.6,7.2,0.83,0.28,0.33,hypothetical protein,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_2846,,28.8,28.4,62.5,0.98,2.17,2.2,proton:peptide symporter POT family,Transport and binding proteins,"Amino acids, peptides and amines",,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_2856,glgB,5.6,25.7,0.8,4.6,0.14,0.03,"1,4-alpha-glucan branching enzyme GlgB",Energy metabolism,Biosynthesis and degradation of polysaccharides,Glycogen metabolism,Cytoplasm,,,,unresolved
SputW3181_2857,malQ,6.5,82.4,5.6,12.65,0.86,0.07,4-alpha-glucanotransferase MalQ,Energy metabolism,Biosynthesis and degradation of polysaccharides,Glycogen metabolism,Cytoplasm,,,,unresolved
SputW3181_2858,,7.4,8.1,0.0,1.09,0.02,0.02,surface bound cyclophilin-type A-like peptidylprolyl cis-trans isomerase lipoprotein,Protein fate,Protein folding and stabilization,Cell division,Extracellular Lipoprotein,,,,unresolved
SputW3181_2860,adhB,42.8,113.5,14.4,2.65,0.34,0.13,alcohol dehydrogenase II AdhB,Energy metabolism,Glycolysis/gluconeogenesis,,Cytoplasm,HexR,,,unresolved
SputW3181_2864,,5.6,44.6,8.8,7.98,1.58,0.2,4-hydroxybenzoyl-CoA thioesterase family protein,Unknown function,Enzymes of unknown specificity,Serine-glyoxylate cycle,Cytoplasm,,,,unresolved
SputW3181_2865,aceA,44.7,70.2,871.2,1.57,19.51,12.4,isocitrate lyase AceA,Energy metabolism,TCA cycle,Glyoxylate bypass,Cytoplasm,"HexR, LiuR, PsrA, TyrR, and PdhR",,,unresolved
SputW3181_2866,aceB,24.2,51.3,1240.3,2.12,51.27,24.16,malate synthase A AceB,Energy metabolism,TCA cycle,Glyoxylate bypass,Cytoplasm,"HexR, LiuR, PsrA, TyrR, and PdhR",,,unresolved
SputW3181_2871,,70.7,154.0,64.9,2.18,0.92,0.42,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2878,,0.0,1.4,13.6,10.98,110.67,10.08,HP1-like phage conserved hypothetical protein,Unknown function,General,,,,,,unresolved
SputW3181_2895,gpL,6.5,6.8,0.0,1.04,0.02,0.02,HP1-like phage head/capsid assembly protein GpL,Mobile and extrachromosomal element functions,Prophage functions,,Bacteriophage,,,,unresolved
SputW3181_2902,,185.2,480.9,154.5,2.6,0.83,0.32,toxin-antitoxin system toxin RelE family,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,,,unresolved
SputW3181_2903,,265.2,722.6,94.5,2.73,0.36,0.13,toxin-antitoxin system antidote Phd family,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,,,unresolved
SputW3181_2907,,0.0,0.0,11.2,1.0,91.14,91.14,HP1-like phage hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2913,,12.1,24.3,6.4,2.01,0.53,0.26,FRG domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2914,,3.7,12.2,0.0,3.27,0.03,0.01,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2915,,9.3,32.4,0.0,3.48,0.01,0.0,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2917,,4.7,14.9,2.4,3.19,0.52,0.16,KAP P-loop domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2924,,10.2,6.8,14.4,0.66,1.41,2.13,redox-active disulfide protein 2,Cellular processes,Detoxification,Detoxificaiton - arsenate,Cytoplasm,,,,unresolved
SputW3181_2925,,2.8,4.1,16.8,1.45,6.02,4.15,permease of unknown function DUF318,Transport and binding proteins,Unknown substrate,,Inner Membrane (8 transmembrane spans),,,,unresolved
SputW3181_2927,arsC,50.2,64.8,24.0,1.29,0.48,0.37,thioredoxin-dependent arsenate reductase ArsC,Cellular processes,Detoxification,Detoxification - Arsenate,Cytoplasm,,,,unresolved
SputW3181_2928,,50.2,52.7,21.6,1.05,0.43,0.41,transcriptional regulator ArsR family,Regulatory functions,DNA interactions,Arsenate detoxification,Cytoplasm,,,,unresolved
SputW3181_2931,ner,8.4,6.8,0.0,0.81,0.01,0.02,prophage Mu transcriptional regulator Ner,Mobile and extrachromosomal element functions,Prophage functions,,Cytoplasm,,,,unresolved
SputW3181_2932,nlp,4.7,2.7,6.4,0.58,1.38,2.37,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2936,,7.4,5.4,20.8,0.73,2.8,3.85,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2937,kil,8.4,6.8,32.0,0.81,3.82,4.74,prophage Mu protein Kil,Mobile and extrachromosomal element functions,Prophage functions,,Cytoplasm,,,,unresolved
SputW3181_2939,,83.7,106.7,39.2,1.27,0.47,0.37,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2945,arrB,6.5,9.5,0.0,1.45,0.02,0.01,respiratory arsenate reductase FeS subunit ArrB,Energy metabolism,Electron transport,Electron transfer - Arsenate,Periplasm,,,,unresolved
SputW3181_2951,,4.7,4.1,0.0,0.87,0.03,0.03,arsenate detoxification system disulphide isomerase,Cellular processes,Detoxification,Detoxification - Arsenate,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_2952,,11.2,9.5,0.0,0.85,0.01,0.01,arsenate detoxification system membrane anchored protein,Cellular processes,Detoxification,Detoxification - Arsenate,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2953,,4.7,4.1,0.0,0.87,0.03,0.03,arsenate detoxification system protein with redox-active disulfide domain,Cellular processes,Detoxification,Detoxification - Arsenate,Cytoplasm,,,,unresolved
SputW3181_2955,,13.0,18.9,2.4,1.45,0.18,0.13,UPF0597 family protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2957,,450.3,513.3,212.2,1.14,0.47,0.41,RCC1/BLIP-II superfamily protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2958,,8.4,5.4,14.4,0.65,1.72,2.67,membrane protein of unknown function DUF368,Unknown function,General,,Inner Membrane (8 transmembrane spans),,,,unresolved
SputW3181_2959,,14.0,9.5,27.2,0.68,1.95,2.88,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2960,,17.7,17.6,7.2,0.99,0.41,0.41,cytosine deaminase,"Purines, pyrimidines, nucleosides, and nucleotides",Salvage of nucleosides and nucleotides,,Cytoplasm,,,,unresolved
SputW3181_2962,,18.6,17.6,40.0,0.94,2.15,2.28,membrane protein of unknown function DUF1294,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_2970,,23.3,41.9,7.2,1.8,0.31,0.17,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2973,,27.0,21.6,48.8,0.8,1.81,2.26,peptidase family 56,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,,,unresolved
SputW3181_2974,ydhW,19.5,18.9,52.0,0.97,2.66,2.75,conserved hypothetical protein associated with aldehytde:ferredoxin oxidoreductase YdhW,Energy metabolism,Electron transport,,Cytoplasm,,,,unresolved
SputW3181_2976,ydhY,2.8,1.4,4.8,0.48,1.72,3.56,4Fe-4S ferredoxin YdhY,Energy metabolism,Electron transport,,Outer Membrane Lipoprotein,,,,unresolved
